location,size,total_sqft,bath,price,bhk,price_per_sqft
Raja Rajeshwari Nagar,3 BHK,1580.0,2.0,133.7,3,8462.025316455694
Whitefield,3 BHK,1452.0,2.0,92.58,3,6376.033057851239
Hennur Road,3 BHK,1445.0,2.0,179.12,3,12395.847750865052
Gollahalli,2 BHK,1170.0,2.0,78.0,2,6666.666666666667
Anjappa Layout,2 BHK,1070.0,2.0,100.0,2,9345.794392523365
Kanakpura Road,3 BHK,1100.0,3.0,106.0,3,9636.363636363636
Kothanur,2 BHK,1140.0,2.0,112.0,2,9824.561403508771
Rachenahalli,3 BHK,2600.0,3.0,320.0,3,12307.692307692309
Shikaripalya,3 BHK,1532.0,3.0,119.5,3,7800.261096605745
AGS Layout,2 BHK,1150.0,2.0,92.0,2,8000.0
Jakkur,2 BHK,1473.0,2.0,170.0,2,11541.072640868975
Kathriguppe,3 BHK,1350.0,3.0,161.98,3,11998.518518518516
Prithvi Layout,4 BHK,4040.0,4.0,1000.0,4,24752.47524752475
CV Raman Nagar,3 BHK,1980.0,4.0,332.0,3,16767.676767676767
Hoodi,3 BHK,1660.0,3.0,256.0,3,15421.686746987953
Kogilu,7 Bedroom,2456.0,7.0,170.0,7,6921.824104234528
Chamrajpet,2 BHK,650.0,2.0,90.0,2,13846.153846153846
Neeladri Nagar,5 Bedroom,4000.0,5.0,850.0,5,21250.0
Malleshwaram,3 BHK,2475.0,4.0,680.0,3,27474.747474747473
Chikkakannalli,3 BHK,1495.0,3.0,180.0,3,12040.133779264213
R.T. Nagar,2 BHK,1080.0,2.0,96.0,2,8888.888888888889
Electronic City,3 BHK,1521.0,2.0,115.0,3,7560.815253122945
Aishwarya Crystal Layout,2 BHK,1053.0,2.0,102.0,2,9686.609686609687
Binny Pete,3 BHK,2406.0,5.0,578.0,3,24023.27514546966
Kanakpura Road,4 Bedroom,800.0,5.0,230.0,4,28750.0
7th Phase JP Nagar,2 BHK,1050.0,2.0,84.0,2,8000.0
Thanisandra,3 BHK,1430.0,2.0,102.96,3,7200.0
Begur,3 BHK,2400.0,3.0,24.0,3,1000.0
OLd Gurappanapalya,3 BHK,1250.0,3.0,78.0,3,6240.0
Ramanagara Channapatna,4 Bedroom,1200.0,2.0,150.0,4,12500.0
Ulsoor,1 Bedroom,840.0,1.0,300.0,1,35714.28571428572
Uttarahalli,2 BHK,1000.0,2.0,79.0,2,7900.0
Bannerghatta Road,3 BHK,1630.0,3.0,136.0,3,8343.558282208589
Kammasandra,2 BHK,985.0,2.0,81.0,2,8223.350253807106
BTM 2nd Stage,2 BHK,1200.0,2.0,140.0,2,11666.666666666666
Ambalipura,3 BHK,1650.0,3.0,200.0,3,12121.212121212122
Mico Layout,3 BHK,1670.0,3.0,118.0,3,7065.868263473054
5th Block Hbr Layout,5 BHK,1200.0,5.0,410.0,5,34166.666666666664
Sarjapur  Road,4 Bedroom,1240.0,4.0,220.0,4,17741.935483870966
Maheswari Nagar,2 BHK,1000.0,2.0,120.0,2,12000.0
Doddabanahalli,2 BHK,830.0,2.0,52.0,2,6265.060240963855
Ramagondanahalli,3 Bedroom,1200.0,3.0,112.2,3,9350.0
Sadashiva Nagar,5 Bedroom,9600.0,7.0,5472.0,5,57000.0
Begur Road,4 BHK,2500.0,6.0,245.0,4,9800.0
Haralur Road,2 BHK,1140.0,2.0,86.0,2,7543.859649122807
Nagarbhavi,3 BHK,1635.0,3.0,170.0,3,10397.553516819571
HSR Layout,2 BHK,1120.0,2.0,140.0,2,12500.0
Kamakya Layout,6 Bedroom,2750.0,6.0,400.0,6,14545.454545454546
Sector 7 HSR Layout,3 BHK,1760.0,3.0,370.0,3,21022.727272727272
Harlur,3 BHK,2137.0,3.0,220.0,3,10294.805802526907
Hennur Road,2 BHK,973.0,2.0,101.48,2,10429.599177800617
Kundalahalli,3 BHK,1724.0,3.0,292.0,3,16937.35498839907
Banashankari,2 BHK,1020.0,2.0,81.58,2,7998.0392156862745
Hsr layout sector3,4 Bedroom,1200.0,4.0,750.0,4,62500.0
Electronic City,1 BHK,750.0,1.0,70.0,1,9333.333333333334
Kambipura,2 BHK,883.0,2.0,98.0,2,11098.527746319365
Thyagraj Nagar,2 Bedroom,660.0,2.0,152.0,2,23030.303030303032
Ramagondanahalli,4 BHK,2787.0,5.0,440.0,4,15787.585217079297
Devasthanagalu,3 BHK,1470.0,2.0,120.0,3,8163.265306122449
Electronics City Phase 1,2 BHK,891.0,2.0,49.9,2,5600.448933782267
"Sarjapur Road, ",2 BHK,1275.0,2.0,152.0,2,11921.56862745098
Kothanur,3 BHK,1787.0,3.0,240.0,3,13430.330162283157
8th Phase JP Nagar,5 Bedroom,1730.0,5.0,150.0,5,8670.520231213874
Sarjapur  Road,2 BHK,1320.0,2.0,220.0,2,16666.666666666668
Yeshwanthpur,3 BHK,1692.0,3.0,216.0,3,12765.95744680851
Bannerghatta Road,3 BHK,1400.0,3.0,138.0,3,9857.142857142857
Sarjapur  Road,2 BHK,1115.0,2.0,100.0,2,8968.609865470851
Whitefield,2 BHK,1370.0,2.0,112.0,2,8175.1824817518245
Thirumenahalli,3 BHK,1602.0,3.0,112.0,3,6991.260923845193
"Hoodi Circle, ",1 BHK,793.0,1.0,80.0,1,10088.272383354351
GM Palaya,1 BHK,675.0,1.0,70.0,1,10370.37037037037
Chikka Tirupathi,4 Bedroom,3250.0,4.0,272.0,4,8369.23076923077
Whitefield,2 BHK,1050.0,2.0,86.0,2,8190.476190476191
Jalahalli East,2 BHK,1035.0,2.0,85.0,2,8212.56038647343
Sarjapur  Road,3 BHK,1200.0,2.0,88.0,3,7333.333333333333
Sarjapur  Road,3 BHK,1800.0,3.0,256.0,3,14222.222222222223
Green Glen Layout,3 BHK,1625.0,3.0,140.0,3,8615.384615384615
Electronics City Phase 1,2 BHK,1032.0,2.0,63.98,2,6199.612403100775
Whitefield,3 BHK,1496.0,2.0,143.62,3,9600.267379679144
Kothnoor Dinne,2 BHK,1100.0,2.0,76.0,2,6909.090909090909
Kundalahalli,3 BHK,1500.0,3.0,100.0,3,6666.666666666667
Electronic City Phase II,2 BHK,1125.0,2.0,65.26,2,5800.88888888889
Chikka Banaswadi,3 BHK,1555.0,3.0,146.0,3,9389.067524115755
Amruthahalli,2 BHK,1025.0,2.0,84.0,2,8195.121951219513
Hennur Road,3 BHK,1482.0,2.0,167.46,3,11299.595141700405
Banagirinagar,3 BHK,1630.0,2.0,260.0,3,15950.920245398773
Arekere,2 BHK,900.0,2.0,89.0,2,9888.888888888889
Yelahanka,3 BHK,1355.0,2.0,150.0,3,11070.11070110701
1st Block Koramangala,4 Bedroom,2360.0,4.0,1202.0,4,50932.20338983051
Akshaya Nagar,2 BHK,1200.0,2.0,90.0,2,7500.0
Suraksha Nagar,3 BHK,1563.0,3.0,126.0,3,8061.420345489443
Medaralli,4 Bedroom,1344.0,4.0,168.0,4,12500.0
6th block Koramangala,3 BHK,3000.0,3.0,800.0,3,26666.666666666668
5th Phase JP Nagar,2 BHK,812.0,2.0,84.0,2,10344.827586206897
Basaveshwara Nagar,2 BHK,1200.0,2.0,140.0,2,11666.666666666666
Yelahanka,4 BHK,3175.0,4.0,312.0,4,9826.771653543306
Marathahalli,2 BHK,1360.0,2.0,202.0,2,14852.941176470587
Hegde Nagar,3 BHK,1835.0,3.0,176.0,3,9591.280653950953
Rachenahalli,3 BHK,1756.0,3.0,220.0,3,12528.473804100227
8th Phase JP Nagar,3 BHK,1296.0,2.0,103.66,3,7998.456790123457
Haralur Road,2 BHK,1300.0,2.0,150.0,2,11538.461538461539
Anandapura,2 BHK,1141.0,2.0,100.0,2,8764.241893076249
Poorna Pragna Layout,3 BHK,1270.0,2.0,101.58,3,7998.425196850394
Electronic City,2 BHK,1210.0,2.0,110.0,2,9090.90909090909
Hormavu,2 BHK,1310.0,2.0,134.0,2,10229.007633587786
Ejipura,5 Bedroom,1356.0,5.0,278.0,5,20501.474926253686
Magadi Road,3 BHK,1187.0,2.0,110.39,3,9299.915754001684
Gubbalala,3 BHK,1745.0,3.0,280.0,3,16045.845272206303
KR Puram,5 Bedroom,1200.0,5.0,250.0,5,20833.333333333332
Raja Rajeshwari Nagar,2 BHK,1050.0,2.0,74.0,2,7047.619047619048
Banashankari,4 Bedroom,2400.0,4.0,1000.0,4,41666.666666666664
Electronic City Phase II,2 BHK,1140.0,2.0,68.0,2,5964.912280701755
Varthur,2 BHK,1210.0,2.0,108.0,2,8925.619834710744
Kasavanhalli,3 BHK,2035.0,3.0,284.0,3,13955.773955773955
Sarjapur,1 BHK,633.0,1.0,34.18,1,5399.684044233807
Amruthahalli,1 BHK,485.0,1.0,39.0,1,8041.237113402062
Varthur,2 BHK,1112.0,2.0,80.0,2,7194.244604316546
Ullal Uppanagar,2 Bedroom,1200.0,2.0,164.0,2,13666.666666666666
Sarjapur  Road,3 BHK,2275.0,4.0,374.0,3,16439.56043956044
Doddanakundi Industrial Area 2,3 BHK,1419.0,3.0,170.0,3,11980.267794221283
Sri Sai Layout,2 BHK,1195.0,2.0,84.8,2,7096.234309623431
Versova Layout,3 Bedroom,2020.0,3.0,540.0,3,26732.673267326732
Kundalahalli,2 BHK,1047.0,2.0,182.0,2,17382.999044890163
Thanisandra,3 BHK,1884.0,4.0,234.0,3,12420.382165605095
Malleshpalya,3 Bedroom,1200.0,3.0,298.0,3,24833.333333333332
Bannerghatta Road,2 BHK,905.0,2.0,116.0,2,12817.67955801105
JP Nagar,3 BHK,1500.0,2.0,216.0,3,14400.0
Chikkajala,1 BHK,850.0,1.0,100.0,1,11764.70588235294
Bommasandra Industrial Area,2 BHK,1125.0,2.0,64.98,2,5776.0
Tindlu,2 BHK,1165.0,2.0,119.6,2,10266.094420600859
Maruthi Sevanagar,2 BHK,933.0,2.0,110.0,2,11789.924973204716
Hennur Road,3 BHK,1305.0,2.0,154.0,3,11800.766283524905
Billekahalli,2 BHK,1125.0,2.0,130.0,2,11555.555555555555
BSM Extension,2 BHK,865.0,2.0,66.0,2,7630.0578034682085
Jigani,3 BHK,1245.0,3.0,132.0,3,10602.409638554216
Kalyan nagar,2 BHK,8840.0,2.0,600.0,2,6787.330316742082
Udayagiri,3 BHK,1145.0,2.0,120.0,3,10480.349344978165
AECS Layout,3 BHK,2000.0,3.0,180.0,3,9000.0
Hosa Road,1 BHK,625.0,1.0,87.36,1,13977.6
Kundalahalli,3 BHK,1724.0,3.0,256.0,3,14849.187935034803
Madiwala,1 Bedroom,400.0,1.0,150.0,1,37500.0
Sarjapur  Road,3 BHK,1270.0,2.0,108.0,3,8503.937007874016
Madiwala,3 BHK,1250.0,3.0,79.0,3,6320.0
Jakkur,3 BHK,1485.0,3.0,144.0,3,9696.969696969696
Shankarapuram,2 BHK,823.0,2.0,160.0,2,19441.069258809235
7th Phase JP Nagar,2 BHK,990.0,2.0,100.0,2,10101.0101010101
TC Palaya,3 Bedroom,1200.0,2.0,132.0,3,11000.0
Kothanur,2 BHK,1185.0,2.0,118.0,2,9957.805907172995
Kadubeesanahalli,2 BHK,1140.0,2.0,156.0,2,13684.21052631579
Ambedkar Nagar,3 BHK,1950.0,4.0,240.0,3,12307.692307692309
Yelahanka,3 BHK,1756.0,3.0,250.0,3,14236.902050113895
Kumaraswami Layout,4 Bedroom,2600.0,4.0,600.0,4,23076.923076923078
Chandapura,1 BHK,520.0,1.0,28.08,1,5400.0
Doddakannelli,2 BHK,1025.0,2.0,96.0,2,9365.853658536585
Whitefield,2 BHK,1216.0,2.0,144.0,2,11842.105263157895
Sarjapur  Road,2 BHK,1026.0,2.0,121.6,2,11851.851851851852
Sarjapur  Road,4 BHK,3335.0,4.0,600.0,4,17991.004497751124
Kodichikkanahalli,5 Bedroom,2700.0,4.0,250.0,5,9259.25925925926
Begur,3 BHK,1411.0,2.0,120.0,3,8504.606661941885
Kanakpura Road,3 BHK,1320.0,2.0,79.2,3,6000.0
Bannerghatta,2 BHK,1320.0,2.0,100.0,2,7575.757575757576
OMBR Layout,4 Bedroom,615.0,4.0,220.0,4,35772.35772357724
Kalena Agrahara,3 BHK,1804.0,3.0,310.0,3,17184.035476718404
HSR Layout,2 BHK,1140.0,2.0,92.0,2,8070.175438596491
Banjara Layout,4 Bedroom,1200.0,4.0,210.0,4,17500.0
Hebbal,4 BHK,2375.0,4.0,378.0,4,15915.78947368421
Chamundi Nagar,3 Bedroom,1750.0,3.0,240.0,3,13714.285714285714
Wilson Garden,9 Bedroom,960.0,5.0,260.0,9,27083.333333333332
TC Palaya,2 BHK,1152.0,2.0,110.0,2,9548.611111111111
Thanisandra,2 BHK,965.0,2.0,108.0,2,11191.709844559586
Lingadheeranahalli,3 BHK,1684.0,3.0,240.0,3,14251.781472684086
Hennur Road,3 BHK,1672.0,3.0,172.0,3,10287.081339712919
Panathur,2 BHK,1075.0,2.0,120.0,2,11162.790697674418
Sarjapur,3 Bedroom,1500.0,5.0,190.0,3,12666.666666666666
HOSUR MAIN ROAD,3 BHK,1464.0,3.0,112.0,3,7650.273224043716
Hebbal,2 BHK,1420.0,2.0,198.52,2,13980.281690140846
Nagashetty Halli,2 BHK,750.0,2.0,80.0,2,10666.666666666666
Yeshwanthpur,2 BHK,1169.0,2.0,128.16,2,10963.216424294269
Devanahalli,3 BHK,1290.0,2.0,124.0,3,9612.403100775195
Kengeri,2 BHK,1160.0,2.0,81.2,2,7000.0
Shampura,7 Bedroom,2800.0,5.0,190.0,7,6785.714285714285
Mysore Road,3 BHK,1500.0,3.0,140.0,3,9333.333333333334
Domlur,3 BHK,1850.0,3.0,360.0,3,19459.45945945946
Venkatapura,3 BHK,1300.0,3.0,92.0,3,7076.923076923077
Electronic City Phase II,3 BHK,1310.0,2.0,75.68,3,5777.099236641222
RMV,3 BHK,2750.0,5.0,1100.0,3,40000.0
Bhoopsandra,3 BHK,2150.0,3.0,340.0,3,15813.953488372093
5th Block Hbr Layout,6 BHK,5100.0,5.0,600.0,6,11764.70588235294
Kanakpura Road,3 BHK,1300.0,2.0,138.0,3,10615.384615384615
Kadugodi,3 Bedroom,1875.0,2.0,220.0,3,11733.333333333334
Hulimavu,3 BHK,1260.0,2.0,164.0,3,13015.873015873016
Kengeri,5 Bedroom,2500.0,4.0,200.0,5,8000.0
Begur Road,2 BHK,1241.0,2.0,128.0,2,10314.26269137792
Sarjapur  Road,2 BHK,1025.0,2.0,91.0,2,8878.048780487805
Postal Colony,2 Bedroom,1500.0,1.0,436.0,2,29066.666666666668
Electronic City,2 BHK,1070.0,2.0,120.0,2,11214.953271028038
Begur,2 BHK,815.0,2.0,80.0,2,9815.9509202454
Kanakpura Road,3 BHK,2000.0,3.0,210.0,3,10500.0
Malleshwaram,2 BHK,1400.0,2.0,380.0,2,27142.85714285714
Varthur,4 Bedroom,1740.0,4.0,350.0,4,20114.94252873563
ITPL,4 BHK,5667.5,5.0,600.0,4,10586.6784296427
Sarjapur  Road,2 BHK,1216.0,2.0,140.0,2,11513.157894736842
pavitra paradise,3 BHK,2200.0,2.0,380.0,3,17272.727272727272
Hegde Nagar,4 Bedroom,3500.0,5.0,900.0,4,25714.285714285714
Shampura,6 Bedroom,970.0,6.0,210.0,6,21649.484536082473
Vidyaranyapura,7 Bedroom,3150.0,7.0,750.0,7,23809.52380952381
Kanakpura Road,2 Bedroom,1200.0,2.0,124.0,2,10333.333333333334
Marathahalli,2 BHK,1026.0,2.0,100.36,2,9781.67641325536
Hulimavu,1 BHK,450.0,1.0,40.0,1,8888.888888888889
KR Puram,2 BHK,1205.0,2.0,91.58,2,7600.0
Jakkur Plantation,2 BHK,1368.0,2.0,174.0,2,12719.298245614034
Anekal,1 BHK,420.0,1.0,25.0,1,5952.380952380952
Doddakallasandra,2 BHK,1270.0,2.0,84.0,2,6614.173228346457
Anekal,2 BHK,614.0,1.0,56.0,2,9120.521172638437
Margondanahalli,2 Bedroom,1050.0,2.0,116.0,2,11047.619047619048
Yelahanka,2 BHK,1408.0,2.0,116.0,2,8238.636363636364
Subramanyapura,3 BHK,1223.0,2.0,85.62,3,7000.817661488144
Reliaable Tranquil Layout,3 BHK,1507.0,3.0,160.0,3,10617.120106171202
kadubisnahalli,2 BHK,1160.0,2.0,114.0,2,9827.586206896553
Kithaganur,3 Bedroom,1200.0,3.0,140.0,3,11666.666666666666
Poorna Pragna Layout,2 BHK,960.0,2.0,100.0,2,10416.666666666666
NGR Layout,2 BHK,1021.0,2.0,92.0,2,9010.77375122429
Hegde Nagar,3 BHK,2162.03,4.0,258.0,3,11933.229418648214
Channasandra,2 BHK,1065.0,2.0,72.0,2,6760.56338028169
Attibele,1 BHK,400.0,1.0,20.5,1,5125.0
Bannerghatta Road,3 BHK,1465.0,2.0,150.0,3,10238.907849829351
Kanakpura Road,2 BHK,900.0,2.0,82.0,2,9111.111111111111
Marathahalli,3 BHK,1800.0,3.0,190.0,3,10555.555555555555
Amblipura,2 BHK,1175.0,2.0,166.0,2,14127.659574468085
Lavelle Road,3 BHK,6729.0,4.0,1800.0,3,26749.888542131073
Vijayanagar,4 Bedroom,1500.0,4.0,720.0,4,48000.0
Sanjay nagar,2 BHK,1050.0,2.0,118.0,2,11238.095238095239
Electronic City Phase II,3 BHK,1400.0,2.0,80.86,3,5775.714285714285
Indira Nagar,3 BHK,1650.0,3.0,300.0,3,18181.81818181818
KR Puram,3 BHK,1827.0,3.0,194.0,3,10618.500273672687
Thanisandra,3 BHK,1930.0,4.0,244.0,3,12642.487046632124
Mysore Road,2 BHK,883.0,2.0,74.0,2,8380.520951302378
Kengeri,1 BHK,550.0,1.0,33.5,1,6090.909090909091
Electronic City,3 BHK,1400.0,2.0,80.88,3,5777.142857142857
RMV 2nd Stage,4 Bedroom,1350.0,4.0,620.0,4,45925.92592592593
Kanakapura,3 BHK,1290.0,2.0,77.38,3,5998.449612403101
Raja Rajeshwari Nagar,3 BHK,1021.0,3.0,118.0,3,11557.296767874634
Whitefield,2 BHK,1158.0,2.0,110.0,2,9499.136442141624
Varanasi,5 Bedroom,1200.0,4.0,198.0,5,16500.0
Nagarbhavi,3 BHK,1400.0,2.0,270.0,3,19285.714285714286
Doddaballapur,4 Bedroom,2400.0,3.0,400.0,4,16666.666666666668
Munnekollal,3 BHK,1200.0,2.0,115.8,3,9650.0
JP Nagar,3 BHK,1520.0,3.0,250.0,3,16447.36842105263
Thanisandra,1 BHK,777.0,1.0,76.92,1,9899.6138996139
EPIP Zone,3 BHK,2710.0,3.0,354.0,3,13062.730627306273
Kenchenahalli,2 BHK,1150.0,2.0,114.0,2,9913.04347826087
Yelahanka,2 BHK,1101.0,2.0,74.0,2,6721.162579473206
Mahalakshmi Layout,3 BHK,1200.0,2.0,220.0,3,18333.333333333332
Hebbal,2 BHK,1252.0,2.0,184.0,2,14696.485623003195
Marathahalli,3 BHK,1650.0,3.0,170.0,3,10303.030303030304
Marathahalli,2 BHK,1270.0,2.0,160.0,2,12598.425196850394
Tumkur Road,2 BHK,992.0,2.0,140.0,2,14112.90322580645
BEML Layout,3 BHK,2000.0,3.0,170.0,3,8500.0
Geddalahalli,2 BHK,893.0,2.0,69.0,2,7726.763717805151
Bisuvanahalli,3 BHK,1075.0,2.0,82.98,3,7719.069767441861
Kumaraswami Layout,7 Bedroom,3200.0,7.0,300.0,7,9375.0
Electronic City,2 BHK,1190.0,2.0,84.0,2,7058.823529411765
Ashwathnagar,3 Bedroom,800.0,2.0,120.0,3,15000.0
Sarjapur  Road,3 BHK,1814.0,3.0,126.0,3,6945.975744211687
Rahmath Nagar,3 BHK,1400.0,3.0,196.0,3,14000.0
Bommasandra,5 Bedroom,1400.0,6.0,504.0,5,36000.0
Murugeshpalya,3 BHK,1344.0,2.0,112.0,3,8333.333333333334
Whitefield,4 Bedroom,5400.0,5.0,950.0,4,17592.59259259259
Kanakpura Road,3 BHK,1843.0,3.0,190.0,3,10309.278350515464
Chikkadunnasandra,2 BHK,1138.0,2.0,64.0,2,5623.90158172232
Nagappa Reddy Layout,3 BHK,1495.0,2.0,140.0,3,9364.548494983277
Electronic City,2 BHK,880.0,2.0,38.0,2,4318.181818181818
Whitefield,3 BHK,1396.0,3.0,148.0,3,10601.719197707736
Garudachar Palya,3 BHK,1610.0,2.0,238.0,3,14782.608695652174
Tindlu,2 BHK,1050.0,2.0,110.0,2,10476.190476190477
Kumbena Agrahara,3 BHK,1410.0,2.0,87.42,3,6200.0
Ramamurthy Nagar,2 BHK,1050.0,2.0,75.6,2,7199.999999999999
Kumaraswami Layout,3 BHK,1310.0,2.0,170.0,3,12977.099236641221
Yelahanka,2 BHK,1104.0,2.0,116.0,2,10507.246376811594
Hennur Road,2 BHK,1165.0,2.0,134.0,2,11502.14592274678
Kudlu,2 BHK,1027.0,2.0,88.0,2,8568.646543330087
Hormavu,2 BHK,1310.0,2.0,120.0,2,9160.30534351145
Chikkanahalli,2 BHK,1052.0,2.0,104.0,2,9885.931558935361
Singasandra,3 BHK,1464.0,3.0,112.0,3,7650.273224043716
1st Block Koramangala,2 BHK,1000.0,2.0,90.0,2,9000.0
Jayanagar,3 BHK,2240.0,3.0,600.0,3,26785.714285714286
Electronic City,2 BHK,1150.0,2.0,76.16,2,6622.608695652174
Thanisandra,3 BHK,2019.0,3.0,141.34,3,7000.495294700347
Varthur,2 BHK,986.0,2.0,62.0,2,6288.032454361055
Banashankari Stage III,1 Bedroom,1350.0,1.0,290.0,1,21481.48148148148
9th Phase JP Nagar,8 BHK,800.0,8.0,280.0,8,35000.0
Akshaya Nagar,3 BHK,1893.0,4.0,190.0,3,10036.978341257263
Gollarapalya Hosahalli,3 BHK,1318.0,3.0,112.0,3,8497.72382397572
Yelahanka,3 BHK,1325.0,2.0,116.0,3,8754.716981132075
Kereguddadahalli,2 BHK,800.0,2.0,66.0,2,8250.0
Canara Bank Colony,3 BHK,1300.0,3.0,84.5,3,6500.0
Dodda Banaswadi,3 BHK,1300.0,2.0,120.0,3,9230.76923076923
Jalahalli East,2 BHK,1010.0,2.0,104.0,2,10297.029702970298
Banashankari,2 BHK,1260.0,2.0,150.0,2,11904.761904761905
Ulsoor,4 Bedroom,2500.0,4.0,340.0,4,13600.0
Halanayakanahalli,3 Bedroom,1520.0,3.0,330.0,3,21710.526315789473
Bellandur,3 BHK,1665.0,3.0,170.0,3,10210.21021021021
Subramanyapura,3 BHK,1800.0,3.0,160.0,3,8888.888888888889
Harlur,2 BHK,1197.0,2.0,150.0,2,12531.328320802006
Manayata Tech Park,2 BHK,1050.0,2.0,90.0,2,8571.42857142857
Manjunath Nagar,5 Bedroom,910.0,4.0,388.0,5,42637.36263736264
Thanisandra,3 BHK,1241.0,2.0,136.0,3,10958.90410958904
Maithri Layout,3 BHK,1567.0,2.0,124.0,3,7913.209955328653
Kasavanhalli,3 BHK,1747.0,3.0,220.0,3,12593.016599885517
Ramagondanahalli,3 BHK,1475.0,2.0,110.0,3,7457.627118644068
Park View Layout,4 Bedroom,600.0,4.0,140.0,4,23333.333333333332
Xavier Layout,3 Bedroom,1524.0,4.0,800.0,3,52493.43832020997
Hennur Road,2 BHK,980.0,2.0,102.0,2,10408.163265306122
Dasanapura,2 BHK,966.0,2.0,116.0,2,12008.281573498965
Ferrar Nagar,4 BHK,2360.0,3.0,370.0,4,15677.966101694916
Sarjapur  Road,2 BHK,1112.0,2.0,124.0,2,11151.079136690647
Electronic City,2 BHK,550.0,1.0,32.0,2,5818.181818181818
Surabhi Layout,3 BHK,1760.0,3.0,180.0,3,10227.272727272728
Hennur,3 BHK,1830.0,2.0,226.0,3,12349.726775956284
Yelahanka,2 BHK,1175.0,2.0,135.54,2,11535.31914893617
Whitefield,2 BHK,1175.0,2.0,82.0,2,6978.723404255319
Horamavu Banaswadi,2 BHK,1025.0,2.0,90.0,2,8780.487804878048
Hennur Road,2 BHK,1232.0,2.0,160.0,2,12987.012987012988
5th Phase JP Nagar,2 BHK,1010.0,2.0,114.0,2,11287.128712871287
Sarjapur  Road,2 BHK,1273.0,2.0,120.0,2,9426.551453260015
Battarahalli,2 BHK,1590.0,2.0,204.0,2,12830.188679245282
Air View Colony,2 BHK,1100.0,2.0,117.0,2,10636.363636363636
Electronic City Phase II,3 BHK,1252.0,2.0,130.0,3,10383.38658146965
1st Phase JP Nagar,4 BHK,2615.0,5.0,444.0,4,16978.967495219884
Arishinakunte,5 Bedroom,1200.0,6.0,280.0,5,23333.333333333332
Yelahanka,2 BHK,1322.0,2.0,155.8,2,11785.173978819972
7th Phase JP Nagar,1 Bedroom,1000.0,1.0,120.0,1,12000.0
Harlur,3 BHK,1755.0,3.0,234.0,3,13333.333333333334
Electronic City Phase II,2 BHK,1135.0,2.0,92.0,2,8105.726872246696
Rajaji Nagar,8 Bedroom,1200.0,10.0,360.0,8,30000.0
Electronic City,4 Bedroom,1200.0,4.0,250.0,4,20833.333333333332
Nagavarapalya,2 BHK,1260.0,2.0,171.0,2,13571.42857142857
Hoodi,5 Bedroom,3250.0,5.0,790.0,5,24307.69230769231
Ambedkar Nagar,4 Bedroom,3500.0,4.0,1100.0,4,31428.571428571428
Manjunath Nagar,5 Bedroom,1200.0,6.0,220.0,5,18333.333333333332
Kanakpura Road,3 BHK,1100.0,2.0,106.0,3,9636.363636363636
Electronic City Phase II,3 BHK,1305.0,3.0,130.0,3,9961.68582375479
Ayappa Nagar,2 BHK,1236.0,2.0,100.0,2,8090.614886731391
Uttarahalli,2 BHK,1125.0,1.0,90.0,2,8000.0
KR Puram,2 BHK,1075.0,2.0,64.5,2,6000.0
BEML Layout,3 BHK,2000.0,3.0,170.0,3,8500.0
Kadugondanahalli,8 Bedroom,772.0,5.0,120.0,8,15544.041450777202
Thanisandra,6 Bedroom,2999.97,6.0,220.0,6,7333.406667400008
Kadugodi,2 BHK,1150.0,2.0,84.0,2,7304.347826086957
9th Block Jayanagar,4 Bedroom,1440.0,4.0,480.0,4,33333.333333333336
Hennur Road,2 BHK,1085.0,2.0,86.8,2,8000.0
Hebbal Kempapura,3 BHK,1785.0,3.0,330.0,3,18487.394957983193
Malleshwaram,3 BHK,2475.0,4.0,600.0,3,24242.424242424244
Thanisandra,3 BHK,1930.0,4.0,240.0,3,12435.233160621761
4th Phase JP Nagar,2 BHK,600.0,4.0,140.0,2,23333.333333333332
Kadugondanahalli,2 Bedroom,800.0,1.0,90.0,2,11250.0
Kumaraswami Layout,4 BHK,2450.0,3.0,220.0,4,8979.591836734693
akshaya nagar t c palya,4 Bedroom,1200.0,4.0,240.0,4,20000.0
Bannerghatta Road,3 BHK,1920.0,3.0,244.0,3,12708.333333333334
Kothannur,2 BHK,1085.0,2.0,68.4,2,6304.147465437789
Thanisandra,1 BHK,760.0,1.0,100.8,1,13263.157894736842
Sahakara Nagar,2 BHK,1201.0,2.0,160.0,2,13322.231473771857
Electronic City,3 BHK,1615.0,3.0,194.0,3,12012.383900928793
HSR Layout,2 BHK,1289.0,2.0,140.0,2,10861.132660977502
Budigere,3 BHK,1991.0,4.0,200.0,3,10045.203415369162
Kasavanhalli,2 BHK,1377.0,2.0,160.0,2,11619.462599854756
Cunningham Road,3 BHK,2880.0,3.0,1120.0,3,38888.88888888889
Laxmi Sagar Layout,3 Bedroom,1892.0,3.0,400.0,3,21141.649048625794
Shivaji Nagar,3 BHK,2176.0,3.0,696.0,3,31985.29411764706
Thanisandra,1 BHK,663.0,1.0,65.64,1,9900.452488687783
Electronic City,2 BHK,1165.0,2.0,67.3,2,5776.824034334764
Talaghattapura,3 BHK,3554.0,4.0,680.0,3,19133.370849746763
Thanisandra,2 BHK,1260.0,2.0,91.0,2,7222.222222222223
Volagerekallahalli,2 BHK,1095.0,2.0,78.0,2,7123.287671232877
KR Garden,2 BHK,1050.0,2.0,130.0,2,12380.952380952382
Seegehalli,2 BHK,1176.0,2.0,100.0,2,8503.401360544218
